+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                       ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                   ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|wrfull_eq_comp1_lsb                                                                             ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|rdempty_eq_comp_msb                                                                             ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|rdempty_eq_comp_lsb                                                                             ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|rdempty_eq_comp1_msb                                                                            ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|rdempty_eq_comp1_lsb                                                                            ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|ws_dgrp|dffpipe16                                                                               ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|ws_dgrp                                                                                         ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|ws_bwp                                                                                          ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|ws_brp                                                                                          ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|rs_dgwp|dffpipe12                                                                               ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|rs_dgwp                                                                                         ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|fifo_ram                                                                                        ; 50    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|wrptr_g1p                                                                                       ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|rdptr_g1p                                                                                       ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|ws_dgrp_gray2bin                                                                                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated|wrptr_g_gray2bin                                                                                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0|Data_FIFO|auto_generated                                                                                                 ; 36    ; 0              ; 0            ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|video_dual_clock_buffer_0                                                                                                                          ; 38    ; 0              ; 2            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|timer_1                                                                                                                                            ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|timer_0                                                                                                                                            ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|sram_0                                                                                                                                             ; 42    ; 0              ; 0            ; 0              ; 42     ; 0               ; 0             ; 0               ; 16    ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|switches                                                                                                                                           ; 22    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|sevsegment_4lsb                                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|sevseg4msb                                                                                                                                         ; 38    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|sysid                                                                                                                                              ; 3     ; 18             ; 2            ; 18             ; 32     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|sdram|the_QsysSystem_SDRAM_input_efifo_module                                                                                                      ; 66    ; 0              ; 0            ; 0              ; 66     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|sdram                                                                                                                                              ; 66    ; 1              ; 1            ; 1              ; 58     ; 1               ; 1             ; 1               ; 32    ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|red_leds                                                                                                                                           ; 38    ; 14             ; 14           ; 14             ; 50     ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|processor                                                                                                                                          ; 0     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|on_chip_mem|the_altsyncram|auto_generated                                                                                                          ; 49    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|on_chip_mem                                                                                                                                        ; 53    ; 1              ; 1            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|keys                                                                                                                                               ; 42    ; 0              ; 28           ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                                                     ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                                                               ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                                                    ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                     ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                                                                 ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_r|rfifo|auto_generated|dpfifo                                                                            ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_r|rfifo|auto_generated                                                                                   ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_r                                                                                                        ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                                                     ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                                                               ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                                                    ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                     ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                                                                 ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_w|wfifo|auto_generated|dpfifo                                                                            ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_w|wfifo|auto_generated                                                                                   ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart|the_QsysSystem_JTAG_UART_scfifo_w                                                                                                        ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|jtag_uart                                                                                                                                          ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|green_leds                                                                                                                                         ; 38    ; 24             ; 24           ; 24             ; 40     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|clk|reset_from_locked                                                                                                                              ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|clk|sys_pll|PLL_for_DE_Series_Boards|auto_generated                                                                                                ; 2     ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|clk|sys_pll                                                                                                                                        ; 2     ; 0              ; 1            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|clk                                                                                                                                                ; 2     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port|data_line|packet_memory|altsyncram_component|auto_generated                                      ; 43    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port|data_line|packet_memory                                                                          ; 43    ; 1              ; 0            ; 1              ; 17     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port|data_line|crc16_checker                                                                          ; 6     ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port|data_line                                                                                        ; 32    ; 0              ; 0            ; 0              ; 21     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port|SD_clock_pulse_trigger                                                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port|clock_generator                                                                                  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port|control_FSM                                                                                      ; 13    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port|response_receiver|crc_checker                                                                    ; 5     ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port|response_receiver                                                                                ; 9     ; 0              ; 0            ; 0              ; 131    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port|command_generator|CRC7_Gen                                                                       ; 5     ; 7              ; 0            ; 7              ; 8      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port|command_generator                                                                                ; 110   ; 16             ; 0            ; 16             ; 15     ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0|SD_Card_Port                                                                                                  ; 67    ; 0              ; 0            ; 0              ; 391    ; 0               ; 0             ; 0               ; 3     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore|altera_up_sd_card_avalon_interface_0                                                                                                               ; 49    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 3     ; 0              ; 0            ; 0                ; 0                 ;
; Softcore                                                                                                                                                    ; 23    ; 0              ; 0            ; 0              ; 170    ; 0               ; 0             ; 0               ; 51    ; 0              ; 0            ; 0                ; 0                 ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
